security,strike,expiry,option_type,settlement_price,last_price,bid,ask,mid_price,volume,open_interest,implied_vol,delta,gamma,theta,vega
NVDA US 01/16/26 C178 Equity,178.0,2026-01-16,CALL,,29.55,30.0,30.25,30.125,37.0,5654,46.51113,0.748568,0.014793,-0.082563,0.296792
NVDA US 01/16/26 C179 Equity,179.0,2026-01-16,CALL,,29.47,29.3,29.55,29.425,46.0,7540,46.42014,0.740085,0.014944,-0.08479,0.302154
NVDA US 01/16/26 C180 Equity,180.0,2026-01-16,CALL,,28.7,28.65,28.85,28.75,1393.0,62974,46.16064,0.73277,0.015281,-0.085406,0.306464
NVDA US 01/16/26 C181 Equity,181.0,2026-01-16,CALL,,26.95,27.9,28.2,28.049999999999997,61.0,5343,46.31134,0.723956,0.015605,-0.086446,0.311276
NVDA US 01/16/26 C182 Equity,182.0,2026-01-16,CALL,,27.33,27.25,27.5,27.375,336.0,10910,46.02886,0.714387,0.015771,-0.08852,0.316408
NVDA US 01/16/26 C183 Equity,183.0,2026-01-16,CALL,,25.84,26.6,26.85,26.725,387.0,5890,46.03673,0.707201,0.016143,-0.088621,0.320166
NVDA US 01/16/26 C184 Equity,184.0,2026-01-16,CALL,,25.65,25.95,26.2,26.075,514.0,3539,45.93799,0.698615,0.016394,-0.089704,0.324432
NVDA US 01/16/26 C218 Equity,218.0,2026-01-16,CALL,,9.3,9.8,9.9,9.850000000000001,131.0,2126,43.84869,0.383152,0.018692,-0.09631,0.35543
NVDA US 01/16/26 C219 Equity,219.0,2026-01-16,CALL,,9.38,9.45,9.55,9.5,125.0,2548,43.83756,0.374762,0.018576,-0.095644,0.353068
NVDA US 01/16/26 C220 Equity,220.0,2026-01-16,CALL,,9.15,9.15,9.25,9.2,7997.0,28628,43.82089,0.366011,0.018417,-0.094999,0.350277
NVDA US 01/16/26 C221 Equity,221.0,2026-01-16,CALL,,8.89,8.85,8.95,8.899999999999999,34.0,7538,43.7101,0.358535,0.018306,-0.094316,0.348023
NVDA US 01/16/26 C222 Equity,222.0,2026-01-16,CALL,,8.4,8.55,8.7,8.625,88.0,10489,43.72275,0.349182,0.018182,-0.093182,0.344652
NVDA US 01/16/26 C223 Equity,223.0,2026-01-16,CALL,,8.3,8.3,8.4,8.350000000000001,880.0,2363,43.71608,0.34121,0.017984,-0.0926,0.341629
NVDA US 01/16/26 C224 Equity,224.0,2026-01-16,CALL,,7.6,8.0,8.15,8.075,154.0,3964,43.67939,0.332689,0.017857,-0.091471,0.338312
NVDA US 01/16/26 C225 Equity,225.0,2026-01-16,CALL,,7.8,7.75,7.85,7.8,824.0,14265,43.65203,0.325725,0.017642,-0.09105,0.335462
NVDA US 01/16/26 C226 Equity,226.0,2026-01-16,CALL,,7.45,7.5,7.6,7.55,65.0,4484,43.62204,0.317079,0.017502,-0.08976,0.331715
NVDA US 01/16/26 C227 Equity,227.0,2026-01-16,CALL,,6.8,7.25,7.35,7.3,36.0,1837,43.61518,0.309303,0.017328,-0.088765,0.328206
NVDA US 01/16/26 C370 Equity,370.0,2026-01-16,CALL,,0.1,0.09,0.11,0.1,1445.0,5924,50.67415,0.006958,0.000818,-0.005726,0.018039
NVDA US 01/16/26 C380 Equity,380.0,2026-01-16,CALL,,0.08,0.08,0.09,0.08499999999999999,14375.0,15959,51.63686,0.005607,0.000665,-0.004795,0.014875
NVDA US 01/16/26 C390 Equity,390.0,2026-01-16,CALL,,0.06,0.06,0.08,0.07,1283.0,2097,52.41505,0.004288,0.000523,-0.003792,0.011743
NVDA US 01/16/26 P0.5 Equity,0.5,2026-01-16,PUT,,,,0.01,,0.0,25043,458.3708,-6.5e-05,1e-06,-0.00034,0.000275
NVDA US 01/16/26 P1 Equity,1.0,2026-01-16,PUT,,,,0.01,,0.0,16413,392.2533,-7.7e-05,2e-06,-0.000359,0.000352
NVDA US 01/16/26 P1.5 Equity,1.5,2026-01-16,PUT,,,,0.01,,0.0,1745,356.2684,-9.2e-05,2e-06,-0.000409,0.000385
NVDA US 01/16/26 P2 Equity,2.0,2026-01-16,PUT,,,,0.01,,0.0,1755,331.7423,-0.0001,3e-06,-0.000373,0.000449
NVDA US 01/16/26 P2.5 Equity,2.5,2026-01-16,PUT,,0.01,,0.01,,70.0,2082,313.1176,-0.000102,3e-06,-0.000641,0.000359
NVDA US 01/16/26 P3 Equity,3.0,2026-01-16,PUT,,,,0.01,,0.0,7776,298.2183,-0.000229,7e-06,-0.000177,0.00077
NVDA US 01/16/26 P3.5 Equity,3.5,2026-01-16,PUT,,,,0.01,,0.0,7219,285.8325,-0.000108,3e-06,-0.000681,0.000395
NVDA US 01/16/26 P4 Equity,4.0,2026-01-16,PUT,,,,0.01,,0.0,9013,275.3015,-0.000113,4e-06,-0.000686,0.000414
NVDA US 01/16/26 P4.5 Equity,4.5,2026-01-16,PUT,,,,0.01,,0.0,6082,266.0813,-0.000173,6e-06,-0.00024,0.000755
NVDA US 01/16/26 P5 Equity,5.0,2026-01-16,PUT,,0.01,,0.01,,10.0,6351,257.9075,-0.000147,5e-06,-0.00037,0.000626
NVDA US 01/16/26 P5.5 Equity,5.5,2026-01-16,PUT,,,,0.01,,0.0,4915,250.5718,-0.000274,1e-05,-0.000177,0.000981
NVDA US 01/16/26 P6 Equity,6.0,2026-01-16,PUT,,,,0.01,,0.0,2936,243.9577,-0.000149,5e-06,-0.000399,0.000645
NVDA US 01/16/26 P7 Equity,7.0,2026-01-16,PUT,,0.01,,0.01,,10.0,2826,232.3114,-0.00014,5e-06,-0.000707,0.000506
NVDA US 01/16/26 P8 Equity,8.0,2026-01-16,PUT,,0.01,,0.01,,8.0,17778,222.354,-0.000173,7e-06,-0.000462,0.000664
NVDA US 01/16/26 P9 Equity,9.0,2026-01-16,PUT,,,,0.01,,0.0,3133,213.5927,-0.000166,7e-06,-0.000355,0.000786
NVDA US 01/16/26 P10 Equity,10.0,2026-01-16,PUT,,0.01,,0.01,,1.0,13891,205.8858,-0.000183,8e-06,-0.000462,0.000726
NVDA US 01/16/26 P11 Equity,11.0,2026-01-16,PUT,,,,0.01,,0.0,2824,198.9674,-0.000166,7e-06,-0.000719,0.000598
NVDA US 01/16/26 C275 Equity,275.0,2026-01-16,CALL,,1.31,1.29,1.31,1.3,640.0,7788,43.82211,0.077045,0.007043,-0.036897,0.134592
NVDA US 01/16/26 C280 Equity,280.0,2026-01-16,CALL,,1.1,1.08,1.1,1.09,1424.0,24753,44.04535,0.066095,0.00623,-0.032965,0.119629
NVDA US 01/16/26 C290 Equity,290.0,2026-01-16,CALL,,0.78,0.77,0.79,0.78,2144.0,6315,44.52616,0.048721,0.004854,-0.026188,0.094098
NVDA US 01/16/26 C300 Equity,300.0,2026-01-16,CALL,,0.58,0.57,0.58,0.575,4987.0,68889,45.26443,0.037076,0.003825,-0.021369,0.075447
NVDA US 01/16/26 C310 Equity,310.0,2026-01-16,CALL,,0.43,0.41,0.43,0.42,259.0,5624,45.83505,0.028104,0.002993,-0.017276,0.059966
NVDA US 01/16/26 C320 Equity,320.0,2026-01-16,CALL,,0.31,0.3,0.31,0.305,388.0,4298,46.28177,0.020862,0.002314,-0.013562,0.046742
NVDA US 01/16/26 C330 Equity,330.0,2026-01-16,CALL,,0.23,0.23,0.25,0.24,315.0,4190,47.25068,0.01578,0.001795,-0.010841,0.036765
NVDA US 01/16/26 C340 Equity,340.0,2026-01-16,CALL,,0.18,0.18,0.2,0.19,943.0,8923,48.10756,0.012477,0.001445,-0.009,0.030074
NVDA US 01/16/26 C350 Equity,350.0,2026-01-16,CALL,,0.14,0.13,0.14,0.135,5359.0,7974,48.28309,0.009814,0.001157,-0.007411,0.024423
NVDA US 01/16/26 C360 Equity,360.0,2026-01-16,CALL,,0.12,0.11,0.12,0.11499999999999999,1271.0,50289,49.51671,0.008353,0.000979,-0.006597,0.021195
NVDA US 01/16/26 C228 Equity,228.0,2026-01-16,CALL,,7.05,7.0,7.1,7.05,374.0,2901,43.5751,0.302083,0.017071,-0.08821,0.324647
NVDA US 01/16/26 C230 Equity,230.0,2026-01-16,CALL,,6.51,6.55,6.65,6.6,9936.0,18060,43.60604,0.286826,0.016768,-0.085698,0.317165
NVDA US 01/16/26 C235 Equity,235.0,2026-01-16,CALL,,5.5,5.5,5.6,5.55,340.0,6007,43.52867,0.25105,0.015681,-0.080179,0.296467
NVDA US 01/16/26 C240 Equity,240.0,2026-01-16,CALL,,4.62,4.6,4.7,4.65,935.0,16790,43.45396,0.219302,0.014569,-0.074391,0.275205
NVDA US 01/16/26 C245 Equity,245.0,2026-01-16,CALL,,3.85,3.85,3.95,3.9000000000000004,470.0,15720,43.48003,0.18903,0.013215,-0.068535,0.251122
NVDA US 01/16/26 C250 Equity,250.0,2026-01-16,CALL,,3.22,3.2,3.25,3.225,3227.0,25341,43.36791,0.164173,0.012215,-0.062255,0.230397
NVDA US 01/16/26 C255 Equity,255.0,2026-01-16,CALL,,2.7,2.67,2.71,2.69,211.0,4224,43.40301,0.141962,0.011015,-0.056895,0.209
NVDA US 01/16/26 C260 Equity,260.0,2026-01-16,CALL,,2.24,2.22,2.26,2.24,418.0,8821,43.53574,0.121907,0.009953,-0.051117,0.188387
NVDA US 01/16/26 C265 Equity,265.0,2026-01-16,CALL,,1.76,1.85,1.88,1.865,102.0,4892,43.59194,0.103914,0.008876,-0.045635,0.168048
NVDA US 01/16/26 C270 Equity,270.0,2026-01-16,CALL,,1.54,1.54,1.57,1.5550000000000002,924.0,24894,43.66667,0.088843,0.007885,-0.0408,0.149723
NVDA US 01/16/26 P22 Equity,22.0,2026-01-16,PUT,,,,0.01,,0.0,1585,149.9637,-0.000257,1.5e-05,-0.000377,0.001151
NVDA US 01/16/26 P23 Equity,23.0,2026-01-16,PUT,,0.01,,0.01,,2.0,1550,146.8956,-0.000253,1.5e-05,-0.000552,0.000969
NVDA US 01/16/26 P24 Equity,24.0,2026-01-16,PUT,,0.01,,0.01,,8.0,4039,143.9658,-0.000273,1.6e-05,-0.000636,0.000927
NVDA US 01/16/26 P25 Equity,25.0,2026-01-16,PUT,,0.01,,0.01,,419.0,36380,141.1712,-0.000249,1.5e-05,-0.000733,0.000868
NVDA US 01/16/26 P26 Equity,26.0,2026-01-16,PUT,,0.01,,0.01,,100.0,6006,138.4757,-0.000261,1.6e-05,-0.000731,0.000889
NVDA US 01/16/26 P27 Equity,27.0,2026-01-16,PUT,,0.01,,0.02,,1.0,9690,144.2533,-0.000286,1.8e-05,-0.000567,0.001051
NVDA US 01/16/26 P28 Equity,28.0,2026-01-16,PUT,,0.01,,0.02,,144.0,3348,141.6212,-0.000314,2e-05,-0.000472,0.001189
NVDA US 01/16/26 P29 Equity,29.0,2026-01-16,PUT,,0.01,,0.02,,5.0,4660,139.0807,-0.000297,1.9e-05,-0.000538,0.001121
NVDA US 01/16/26 P30 Equity,30.0,2026-01-16,PUT,,0.01,,0.01,,5.0,18290,128.7102,-0.000323,2.2e-05,-0.000677,0.001028
NVDA US 01/16/26 P31 Equity,31.0,2026-01-16,PUT,,0.01,,0.02,,1.0,972,134.2445,-0.000307,2.1e-05,-0.00061,0.00109
NVDA US 01/16/26 P31.5 Equity,31.5,2026-01-16,PUT,,0.02,,0.02,,42.0,580,133.1129,-0.000555,3.3e-05,-0.001121,0.001888
NVDA US 01/16/26 P32 Equity,32.0,2026-01-16,PUT,,0.03,,0.02,,20.0,2363,131.9733,-0.000513,3.1e-05,-0.001352,0.001701
NVDA US 01/16/26 P32.5 Equity,32.5,2026-01-16,PUT,,0.01,,0.02,,1.0,2248,130.8581,-0.000325,2.2e-05,-0.000657,0.001082
NVDA US 01/16/26 P33 Equity,33.0,2026-01-16,PUT,,0.01,,0.02,,1.0,1383,129.747,-0.000347,2.4e-05,-0.000467,0.001307
NVDA US 01/16/26 P33.5 Equity,33.5,2026-01-16,PUT,,0.03,,0.02,,5.0,1690,128.6871,-0.000339,2.4e-05,-0.000503,0.001264
NVDA US 01/16/26 P34 Equity,34.0,2026-01-16,PUT,,0.01,,0.02,,2.0,993,127.6028,-0.000336,2.4e-05,-0.000691,0.001083
NVDA US 01/16/26 P34.5 Equity,34.5,2026-01-16,PUT,,0.02,,0.03,,5.0,1702,131.3828,-0.000599,3.8e-05,-0.001106,0.002207
NVDA US 01/16/26 P35 Equity,35.0,2026-01-16,PUT,,0.03,,0.03,,50.0,16499,130.2905,-0.000893,5.4e-05,-0.001767,0.002627
NVDA US 01/16/26 P35.5 Equity,35.5,2026-01-16,PUT,,,,0.03,,0.0,3200,129.2372,-0.000354,2.6e-05,-0.000457,0.00137
NVDA US 01/16/26 P36 Equity,36.0,2026-01-16,PUT,,0.02,0.01,0.03,0.02,2.0,1901,123.53,-0.000588,3.8e-05,-0.001105,0.002026
NVDA US 01/16/26 P12 Equity,12.0,2026-01-16,PUT,,,,0.01,,0.0,4041,192.7081,-0.000189,8e-06,-0.000359,0.000888
NVDA US 01/16/26 P13 Equity,13.0,2026-01-16,PUT,,,,0.01,,0.0,15445,186.9595,-0.000178,8e-06,-0.000723,0.000639
NVDA US 01/16/26 P14 Equity,14.0,2026-01-16,PUT,,,,0.01,,0.0,2489,181.6635,-0.000233,1.1e-05,-0.000439,0.00088
NVDA US 01/16/26 P15 Equity,15.0,2026-01-16,PUT,,0.01,,0.01,,20.0,7283,176.7714,-0.000218,1.1e-05,-0.000639,0.000744
NVDA US 01/16/26 P16 Equity,16.0,2026-01-16,PUT,,,,0.01,,0.0,6796,172.1934,-0.000231,1.2e-05,-0.000454,0.000912
NVDA US 01/16/26 P17 Equity,17.0,2026-01-16,PUT,,,,0.01,,0.0,2132,167.9463,-0.000243,1.3e-05,-0.000388,0.001016
NVDA US 01/16/26 P18 Equity,18.0,2026-01-16,PUT,,,,0.02,,0.0,2862,174.1035,-0.000242,1.3e-05,-0.000397,0.001027
NVDA US 01/16/26 P19 Equity,19.0,2026-01-16,PUT,,0.01,,0.01,,6.0,1686,160.1417,-0.000253,1.4e-05,-0.000493,0.000948
NVDA US 01/16/26 P20 Equity,20.0,2026-01-16,PUT,,,,0.01,,0.0,5844,156.5701,-0.000223,1.2e-05,-0.000731,0.000782
NVDA US 01/16/26 P21 Equity,21.0,2026-01-16,PUT,,0.01,,0.01,,20.0,1401,153.1834,-0.000252,1.4e-05,-0.000616,0.000883
NVDA US 01/16/26 P41.5 Equity,41.5,2026-01-16,PUT,,0.02,0.01,0.03,0.02,1.0,3615,113.3882,-0.00069,4.9e-05,-0.001266,0.002106
NVDA US 01/16/26 P42 Equity,42.0,2026-01-16,PUT,,0.03,0.01,0.03,0.02,25.0,8010,112.5392,-0.000979,6.6e-05,-0.001792,0.002894
NVDA US 01/16/26 P42.5 Equity,42.5,2026-01-16,PUT,,0.03,0.02,0.03,0.025,24.0,1922,113.971,-0.000987,6.7e-05,-0.001792,0.002915
NVDA US 01/16/26 P43 Equity,43.0,2026-01-16,PUT,,0.02,0.02,0.03,0.025,3.0,1485,113.1245,-0.000719,5.2e-05,-0.00124,0.002188
NVDA US 01/16/26 P43.5 Equity,43.5,2026-01-16,PUT,,0.03,0.02,0.03,0.025,3.0,1361,112.2879,-0.000879,5.8e-05,-0.001919,0.002788
NVDA US 01/16/26 P44 Equity,44.0,2026-01-16,PUT,,0.04,0.02,0.03,0.025,201.0,3196,111.4837,-0.000885,5.9e-05,-0.001919,0.002807
NVDA US 01/16/26 P44.5 Equity,44.5,2026-01-16,PUT,,0.02,0.02,0.03,0.025,30.0,3766,110.644,-0.000661,4.8e-05,-0.001341,0.002092
NVDA US 01/16/26 P45 Equity,45.0,2026-01-16,PUT,,0.02,0.02,0.03,0.025,11.0,14993,109.8601,-0.000638,4.6e-05,-0.001349,0.002078
NVDA US 01/16/26 P45.5 Equity,45.5,2026-01-16,PUT,,0.02,0.02,0.03,0.025,20.0,12076,109.0624,-0.000674,4.9e-05,-0.00134,0.002126
NVDA US 01/16/26 P46 Equity,46.0,2026-01-16,PUT,,0.04,0.02,0.03,0.025,20.0,1868,108.2519,-0.000911,6.2e-05,-0.001918,0.002886
NVDA US 01/16/26 P36.5 Equity,36.5,2026-01-16,PUT,,,0.01,0.03,0.02,0.0,4558,122.5225,-0.000384,2.9e-05,-0.000445,0.001427
NVDA US 01/16/26 P37 Equity,37.0,2026-01-16,PUT,,0.02,0.01,0.03,0.02,2.0,3316,121.5503,-0.000615,4.1e-05,-0.001291,0.001917
NVDA US 01/16/26 P37.5 Equity,37.5,2026-01-16,PUT,,0.02,0.01,0.03,0.02,3.0,3007,120.5913,-0.000798,4.8e-05,-0.001921,0.002549
NVDA US 01/16/26 P38 Equity,38.0,2026-01-16,PUT,,0.02,0.01,0.03,0.02,3.0,3233,119.6458,-0.00056,3.7e-05,-0.00135,0.001854
NVDA US 01/16/26 P38.5 Equity,38.5,2026-01-16,PUT,,0.02,0.01,0.03,0.02,1.0,2293,118.71,-0.000654,4.5e-05,-0.001224,0.00204
NVDA US 01/16/26 P39 Equity,39.0,2026-01-16,PUT,,0.03,0.01,0.03,0.02,1.0,2621,117.7989,-0.000839,5.2e-05,-0.001915,0.002626
NVDA US 01/16/26 P39.5 Equity,39.5,2026-01-16,PUT,,0.02,0.01,0.03,0.02,10.0,5478,116.8938,-0.000572,3.8e-05,-0.00135,0.001894
NVDA US 01/16/26 P40 Equity,40.0,2026-01-16,PUT,,0.02,0.01,0.03,0.02,10.0,18887,116.0005,-0.000625,4.3e-05,-0.001314,0.001979
NVDA US 01/16/26 P40.5 Equity,40.5,2026-01-16,PUT,,0.02,0.01,0.03,0.02,38.0,1829,115.1186,-0.000619,4.2e-05,-0.001093,0.002181
NVDA US 01/16/26 P41 Equity,41.0,2026-01-16,PUT,,0.04,0.01,0.03,0.02,10.0,1527,114.248,-0.000845,5.4e-05,-0.00192,0.002689
NVDA US 01/16/26 P56.5 Equity,56.5,2026-01-16,PUT,,0.06,0.05,0.06,0.055,556.0,742,101.0482,-0.002088,0.000149,-0.003289,0.00585
NVDA US 01/16/26 P57 Equity,57.0,2026-01-16,PUT,,0.06,0.04,0.06,0.05,14.0,3207,100.3678,-0.002109,0.000151,-0.003282,0.005902
NVDA US 01/16/26 P57.5 Equity,57.5,2026-01-16,PUT,,0.07,0.05,0.06,0.055,317.0,1081,99.69631,-0.001911,0.000132,-0.003458,0.005668
NVDA US 01/16/26 P58 Equity,58.0,2026-01-16,PUT,,0.06,0.05,0.06,0.055,127.0,3013,99.02943,-0.002013,0.000144,-0.003357,0.00581
NVDA US 01/16/26 P58.5 Equity,58.5,2026-01-16,PUT,,0.06,0.05,0.06,0.055,233.0,1258,98.36709,-0.002041,0.000147,-0.003355,0.005863
NVDA US 01/16/26 P59 Equity,59.0,2026-01-16,PUT,,0.06,0.05,0.06,0.055,224.0,1002,97.71192,-0.002076,0.000151,-0.003351,0.005923
NVDA US 01/16/26 P59.5 Equity,59.5,2026-01-16,PUT,,0.1,0.05,0.06,0.055,188.0,619,97.06245,-0.001966,0.000139,-0.003454,0.005816
NVDA US 01/16/26 P60 Equity,60.0,2026-01-16,PUT,,0.05,0.05,0.06,0.055,15.0,20265,96.4308,-0.001739,0.000129,-0.002947,0.00514
NVDA US 01/16/26 P60.5 Equity,60.5,2026-01-16,PUT,,0.07,0.05,0.07,0.060000000000000005,355.0,3773,96.67051,-0.002512,0.000181,-0.003751,0.006928
NVDA US 01/16/26 P61 Equity,61.0,2026-01-16,PUT,,0.09,0.06,0.07,0.065,5.0,1103,96.84158,-0.002254,0.000158,-0.003931,0.006605
NVDA US 01/16/26 P51.5 Equity,51.5,2026-01-16,PUT,,0.05,0.03,0.05,0.04,64.0,1580,103.3669,-0.001253,8.7e-05,-0.002452,0.003865
NVDA US 01/16/26 P52 Equity,52.0,2026-01-16,PUT,,0.04,0.04,0.05,0.045,2.0,4514,104.0284,-0.001273,8.9e-05,-0.002448,0.003899
NVDA US 01/16/26 P52.5 Equity,52.5,2026-01-16,PUT,,0.05,0.03,0.05,0.04,2.0,4078,104.5361,-0.001623,0.000112,-0.002896,0.00474
NVDA US 01/16/26 P53 Equity,53.0,2026-01-16,PUT,,0.05,0.04,0.05,0.045,2.0,1925,103.8025,-0.001622,0.000112,-0.002894,0.004765
NVDA US 01/16/26 P53.5 Equity,53.5,2026-01-16,PUT,,0.04,0.04,0.05,0.045,5.0,2138,103.1153,-0.001296,9.2e-05,-0.002447,0.003971
NVDA US 01/16/26 P54 Equity,54.0,2026-01-16,PUT,,0.05,0.04,0.05,0.045,303.0,3594,102.3892,-0.001763,0.000126,-0.002818,0.004988
NVDA US 01/16/26 P54.5 Equity,54.5,2026-01-16,PUT,,0.05,0.04,0.05,0.045,303.0,2670,101.6924,-0.001777,0.000128,-0.002817,0.005024
NVDA US 01/16/26 P55 Equity,55.0,2026-01-16,PUT,,0.04,0.04,0.05,0.045,1.0,17031,101.026,-0.00136,0.0001,-0.002435,0.004076
NVDA US 01/16/26 P55.5 Equity,55.5,2026-01-16,PUT,,0.05,0.04,0.06,0.05,452.0,2885,101.4148,-0.001694,0.000121,-0.00289,0.004944
NVDA US 01/16/26 P56 Equity,56.0,2026-01-16,PUT,,0.05,0.04,0.06,0.05,463.0,4586,100.7535,-0.001708,0.000123,-0.002889,0.00498
NVDA US 01/16/26 P72 Equity,72.0,2026-01-16,PUT,,0.14,0.09,0.1,0.095,28.0,21975,87.55846,-0.003425,0.000255,-0.005262,0.009684
NVDA US 01/16/26 P73 Equity,73.0,2026-01-16,PUT,,0.11,0.09,0.1,0.095,1.0,6200,86.46203,-0.003553,0.000267,-0.005255,0.009923
NVDA US 01/16/26 P74 Equity,74.0,2026-01-16,PUT,,0.12,0.09,0.11,0.1,1.0,2817,85.35733,-0.003596,0.000273,-0.00525,0.010036
NVDA US 01/16/26 P75 Equity,75.0,2026-01-16,PUT,,0.09,0.1,0.11,0.10500000000000001,2.0,9393,85.23516,-0.003642,0.00028,-0.005245,0.010152
NVDA US 01/16/26 P76 Equity,76.0,2026-01-16,PUT,,0.14,0.1,0.11,0.10500000000000001,2.0,2279,84.14385,-0.003957,0.000302,-0.005673,0.010953
NVDA US 01/16/26 P77 Equity,77.0,2026-01-16,PUT,,0.11,0.1,0.12,0.11,1.0,6392,83.56329,-0.004277,0.000341,-0.005501,0.011414
NVDA US 01/16/26 P78 Equity,78.0,2026-01-16,PUT,,0.21,0.11,0.12,0.11499999999999999,1.0,3405,82.9283,-0.004299,0.000331,-0.006088,0.011844
NVDA US 01/16/26 P79 Equity,79.0,2026-01-16,PUT,,0.23,0.11,0.12,0.11499999999999999,27.0,3224,81.87891,-0.004347,0.000338,-0.006082,0.011969
NVDA US 01/16/26 P80 Equity,80.0,2026-01-16,PUT,,0.12,0.11,0.13,0.12,4.0,41865,81.26352,-0.004673,0.000375,-0.006022,0.012398
NVDA US 01/16/26 P81 Equity,81.0,2026-01-16,PUT,,0.24,0.12,0.14,0.13,12.0,4115,80.63873,-0.004801,0.000375,-0.006488,0.013039
NVDA US 01/16/26 P62 Equity,62.0,2026-01-16,PUT,,0.08,0.05,0.07,0.060000000000000005,24.0,2914,94.769,-0.00229,0.000163,-0.003929,0.006695
NVDA US 01/16/26 P63 Equity,63.0,2026-01-16,PUT,,0.07,0.06,0.07,0.065,6.0,5589,94.32298,-0.002511,0.000185,-0.003811,0.007028
NVDA US 01/16/26 P64 Equity,64.0,2026-01-16,PUT,,0.07,0.06,0.08,0.07,1.0,1298,93.0941,-0.00236,0.000172,-0.003923,0.006873
NVDA US 01/16/26 P65 Equity,65.0,2026-01-16,PUT,,0.07,0.07,0.08,0.07500000000000001,5.0,10256,93.34471,-0.002491,0.000186,-0.003898,0.007056
NVDA US 01/16/26 P66 Equity,66.0,2026-01-16,PUT,,0.07,0.07,0.08,0.07500000000000001,28.0,3840,92.11864,-0.002619,0.0002,-0.00381,0.007293
NVDA US 01/16/26 P67 Equity,67.0,2026-01-16,PUT,,0.09,0.07,0.08,0.07500000000000001,500.0,2574,90.92858,-0.002744,0.000201,-0.004381,0.007867
NVDA US 01/16/26 P68 Equity,68.0,2026-01-16,PUT,,0.12,0.07,0.08,0.07500000000000001,9.0,2676,89.75669,-0.00278,0.000206,-0.004377,0.00796
NVDA US 01/16/26 P69 Equity,69.0,2026-01-16,PUT,,0.13,0.08,0.09,0.08499999999999999,9.0,2229,89.84966,-0.003071,0.000225,-0.004829,0.00873
NVDA US 01/16/26 P70 Equity,70.0,2026-01-16,PUT,,0.09,0.08,0.09,0.08499999999999999,11.0,27583,88.69645,-0.003304,0.000252,-0.004687,0.009077
NVDA US 01/16/26 P71 Equity,71.0,2026-01-16,PUT,,0.1,0.08,0.1,0.09,10.0,2175,88.1543,-0.003753,0.000284,-0.005096,0.010051
NVDA US 01/16/26 P46.5 Equity,46.5,2026-01-16,PUT,,0.04,0.02,0.03,0.025,61.0,2925,107.4722,-0.000918,6.3e-05,-0.001918,0.002905
NVDA US 01/16/26 P47 Equity,47.0,2026-01-16,PUT,,0.04,0.02,0.03,0.025,179.0,4187,106.723,-0.000924,6.4e-05,-0.001918,0.002924
NVDA US 01/16/26 P47.5 Equity,47.5,2026-01-16,PUT,,0.04,0.02,0.04,0.03,6.0,4957,105.9542,-0.00093,6.4e-05,-0.001917,0.002944
NVDA US 01/16/26 P48 Equity,48.0,2026-01-16,PUT,,0.04,0.02,0.04,0.03,227.0,2937,107.0106,-0.001348,9.3e-05,-0.0023,0.003904
NVDA US 01/16/26 P48.5 Equity,48.5,2026-01-16,PUT,,0.03,0.03,0.04,0.035,124.0,2223,107.8475,-0.000948,6.7e-05,-0.001915,0.002986
NVDA US 01/16/26 P49 Equity,49.0,2026-01-16,PUT,,0.02,0.03,0.04,0.035,124.0,7906,107.0786,-0.00095,6.7e-05,-0.001916,0.003002
NVDA US 01/16/26 P49.5 Equity,49.5,2026-01-16,PUT,,0.02,0.03,0.04,0.035,41.0,2500,106.3189,-0.000956,6.8e-05,-0.001916,0.003021
NVDA US 01/16/26 P50 Equity,50.0,2026-01-16,PUT,,0.03,0.03,0.04,0.035,147.0,17394,105.5734,-0.001024,7.4e-05,-0.001901,0.003106
NVDA US 01/16/26 P50.5 Equity,50.5,2026-01-16,PUT,,0.03,0.03,0.04,0.035,106.0,4740,104.8422,-0.001015,7.4e-05,-0.001901,0.003115
NVDA US 01/16/26 P51 Equity,51.0,2026-01-16,PUT,,0.04,0.03,0.05,0.04,328.0,4598,104.0896,-0.001325,9.3e-05,-0.002384,0.003943
NVDA US 01/16/26 P92 Equity,92.0,2026-01-16,PUT,,0.26,0.18,0.19,0.185,10.0,8875,73.39286,-0.0075,0.000607,-0.008744,0.019295
NVDA US 01/16/26 P93 Equity,93.0,2026-01-16,PUT,,0.3,0.18,0.2,0.19,1.0,4429,73.00526,-0.007885,0.000638,-0.009104,0.020176
NVDA US 01/16/26 P94 Equity,94.0,2026-01-16,PUT,,0.18,0.19,0.2,0.195,3.0,4082,72.32355,-0.007697,0.000638,-0.008717,0.019736
NVDA US 01/16/26 P95 Equity,95.0,2026-01-16,PUT,,0.2,0.2,0.21,0.20500000000000002,312.0,40338,71.88334,-0.008298,0.000697,-0.009028,0.020825
NVDA US 01/16/26 P96 Equity,96.0,2026-01-16,PUT,,0.21,0.2,0.21,0.20500000000000002,111.0,5100,71.19631,-0.008794,0.000745,-0.00935,0.021803
NVDA US 01/16/26 P97 Equity,97.0,2026-01-16,PUT,,0.24,0.21,0.22,0.215,127.0,8626,70.70866,-0.009093,0.000748,-0.010138,0.022964
NVDA US 01/16/26 P98 Equity,98.0,2026-01-16,PUT,,0.22,0.22,0.23,0.225,154.0,4288,70.04654,-0.009339,0.000792,-0.009709,0.023061
